[2026-05-14 07:42:12] START train_p3_block_projected: python scripts/train_env_v2_gpsi_ppo_n3p.py --config configs/env_v2_gpsi_heada_ppo_n3p_block_projected.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0 --train-steps 500000 --seed 0 --n-envs 4 --device cpu --heartbeat-seconds 300
[2026-05-14 07:42:18] N3P_TRAIN_CONFIG config=block_projected steps=500000 seed=0 n_envs=4 device=cpu out_dir=checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0 no_shield=true action_filtering=false safety_cost=false
Using cpu device
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0/tensorboard/PPO_1
[2026-05-14 07:42:20] N3FZ_TRAIN_START config=block_projected total_steps=500000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
|    fps                  | 246         |
|    iterations           | 82          |
|    time_elapsed         | 1360        |
|    total_timesteps      | 335872      |
| train/                  |             |
|    approx_kl            | 0.020007886 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.94       |
|    explained_variance   | 0.66        |
|    learning_rate        | 0.0003      |
|    loss                 | 2.09        |
|    n_updates            | 810         |
|    policy_gradient_loss | -0.00869    |
|    std                  | 0.908       |
|    value_loss           | 6.7         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 29.5        |
|    success_rate         | 0.55        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 83          |
|    time_elapsed         | 1376        |
|    total_timesteps      | 339968      |
| train/                  |             |
|    approx_kl            | 0.018201815 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.528       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.4         |
|    n_updates            | 820         |
|    policy_gradient_loss | -0.00977    |
|    std                  | 0.913       |
|    value_loss           | 6.7         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 112        |
|    ep_rew_mean          | 28.4       |
|    success_rate         | 0.51       |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 84         |
|    time_elapsed         | 1393       |
|    total_timesteps      | 344064     |
| train/                  |            |
|    approx_kl            | 0.02273649 |
|    clip_fraction        | 0.155      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.96      |
|    explained_variance   | 0.653      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.27       |
|    n_updates            | 830        |
|    policy_gradient_loss | -0.00763   |
|    std                  | 0.918      |
|    value_loss           | 7.22       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 26.6        |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 85          |
|    time_elapsed         | 1410        |
|    total_timesteps      | 348160      |
| train/                  |             |
|    approx_kl            | 0.025760593 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.97       |
|    explained_variance   | 0.627       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.62        |
|    n_updates            | 840         |
|    policy_gradient_loss | -0.00522    |
|    std                  | 0.918       |
|    value_loss           | 8.1         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | 26.8        |
|    success_rate         | 0.45        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 86          |
|    time_elapsed         | 1426        |
|    total_timesteps      | 352256      |
| train/                  |             |
|    approx_kl            | 0.014127612 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.98       |
|    explained_variance   | 0.604       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.25        |
|    n_updates            | 850         |
|    policy_gradient_loss | -0.011      |
|    std                  | 0.921       |
|    value_loss           | 8.19        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 111        |
|    ep_rew_mean          | 25.9       |
|    success_rate         | 0.41       |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 87         |
|    time_elapsed         | 1443       |
|    total_timesteps      | 356352     |
| train/                  |            |
|    approx_kl            | 0.02373052 |
|    clip_fraction        | 0.216      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.98      |
|    explained_variance   | 0.653      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.88       |
|    n_updates            | 860        |
|    policy_gradient_loss | -0.00249   |
|    std                  | 0.92       |
|    value_loss           | 6.63       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 26.6        |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 88          |
|    time_elapsed         | 1459        |
|    total_timesteps      | 360448      |
| train/                  |             |
|    approx_kl            | 0.023282884 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.685       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.61        |
|    n_updates            | 870         |
|    policy_gradient_loss | -0.00769    |
|    std                  | 0.925       |
|    value_loss           | 8.88        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | 25.9        |
|    success_rate         | 0.42        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 89          |
|    time_elapsed         | 1476        |
|    total_timesteps      | 364544      |
| train/                  |             |
|    approx_kl            | 0.016950753 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.628       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.78        |
|    n_updates            | 880         |
|    policy_gradient_loss | -0.0027     |
|    std                  | 0.928       |
|    value_loss           | 6.77        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 25.8        |
|    success_rate         | 0.41        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 90          |
|    time_elapsed         | 1493        |
|    total_timesteps      | 368640      |
| train/                  |             |
|    approx_kl            | 0.024643939 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.01       |
|    explained_variance   | 0.655       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.86        |
|    n_updates            | 890         |
|    policy_gradient_loss | -0.00405    |
|    std                  | 0.932       |
|    value_loss           | 8.56        |
-----------------------------------------
[2026-05-14 08:07:21] N3FZ_TRAIN_HEARTBEAT config=block_projected steps=370256/500000 percent= 74.05% rate=   246.7 step/s eta=   8.77 min recent_reward=26.846
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 115        |
|    ep_rew_mean          | 25.4       |
|    success_rate         | 0.38       |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 91         |
|    time_elapsed         | 1510       |
|    total_timesteps      | 372736     |
| train/                  |            |
|    approx_kl            | 0.01837568 |
|    clip_fraction        | 0.151      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.02      |
|    explained_variance   | 0.683      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.8        |
|    n_updates            | 900        |
|    policy_gradient_loss | -0.0058    |
|    std                  | 0.932      |
|    value_loss           | 7.01       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 27.6        |
|    success_rate         | 0.46        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 92          |
|    time_elapsed         | 1527        |
|    total_timesteps      | 376832      |
| train/                  |             |
|    approx_kl            | 0.020797515 |
|    clip_fraction        | 0.173       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.651       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.55        |
|    n_updates            | 910         |
|    policy_gradient_loss | -0.00601    |
|    std                  | 0.931       |
|    value_loss           | 7.15        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 27          |
|    success_rate         | 0.46        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 93          |
|    time_elapsed         | 1543        |
|    total_timesteps      | 380928      |
| train/                  |             |
|    approx_kl            | 0.025055364 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.02       |
|    explained_variance   | 0.673       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.47        |
|    n_updates            | 920         |
|    policy_gradient_loss | -0.00741    |
|    std                  | 0.933       |
|    value_loss           | 4.88        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 27.4        |
|    success_rate         | 0.48        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 94          |
|    time_elapsed         | 1560        |
|    total_timesteps      | 385024      |
| train/                  |             |
|    approx_kl            | 0.017282277 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.03       |
|    explained_variance   | 0.497       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.83        |
|    n_updates            | 930         |
|    policy_gradient_loss | -0.0101     |
|    std                  | 0.937       |
|    value_loss           | 8.41        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 26.6        |
|    success_rate         | 0.45        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 95          |
|    time_elapsed         | 1576        |
|    total_timesteps      | 389120      |
| train/                  |             |
|    approx_kl            | 0.016260639 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.03       |
|    explained_variance   | 0.645       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.01        |
|    n_updates            | 940         |
|    policy_gradient_loss | -0.00711    |
|    std                  | 0.936       |
|    value_loss           | 6.18        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 27.4        |
|    success_rate         | 0.47        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 96          |
|    time_elapsed         | 1593        |
|    total_timesteps      | 393216      |
| train/                  |             |
|    approx_kl            | 0.018541947 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.05       |
|    explained_variance   | 0.678       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.88        |
|    n_updates            | 950         |
|    policy_gradient_loss | 0.00271     |
|    std                  | 0.946       |
|    value_loss           | 6.24        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 28.8        |
|    success_rate         | 0.54        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 97          |
|    time_elapsed         | 1610        |
|    total_timesteps      | 397312      |
| train/                  |             |
|    approx_kl            | 0.020001903 |
|    clip_fraction        | 0.179       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.629       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.64        |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.0076     |
|    std                  | 0.952       |
|    value_loss           | 6.94        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 28.5        |
|    success_rate         | 0.54        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 98          |
|    time_elapsed         | 1627        |
|    total_timesteps      | 401408      |
| train/                  |             |
|    approx_kl            | 0.016177617 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.533       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.9         |
|    n_updates            | 970         |
|    policy_gradient_loss | -0.00591    |
|    std                  | 0.952       |
|    value_loss           | 6.55        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 25.6        |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 99          |
|    time_elapsed         | 1644        |
|    total_timesteps      | 405504      |
| train/                  |             |
|    approx_kl            | 0.021411467 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.536       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.38        |
|    n_updates            | 980         |
|    policy_gradient_loss | -0.0132     |
|    std                  | 0.948       |
|    value_loss           | 8.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | 23.3        |
|    success_rate         | 0.37        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 100         |
|    time_elapsed         | 1661        |
|    total_timesteps      | 409600      |
| train/                  |             |
|    approx_kl            | 0.027909901 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.528       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.22        |
|    n_updates            | 990         |
|    policy_gradient_loss | -0.00278    |
|    std                  | 0.946       |
|    value_loss           | 9.36        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 23.2        |
|    success_rate         | 0.38        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 101         |
|    time_elapsed         | 1678        |
|    total_timesteps      | 413696      |
| train/                  |             |
|    approx_kl            | 0.028594952 |
|    clip_fraction        | 0.205       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.609       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.14        |
|    n_updates            | 1000        |
|    policy_gradient_loss | -0.00872    |
|    std                  | 0.958       |
|    value_loss           | 8.18        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 26          |
|    success_rate         | 0.45        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 102         |
|    time_elapsed         | 1695        |
|    total_timesteps      | 417792      |
| train/                  |             |
|    approx_kl            | 0.024407366 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.567       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.67        |
|    n_updates            | 1010        |
|    policy_gradient_loss | -0.00588    |
|    std                  | 0.955       |
|    value_loss           | 9.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | 27.1        |
|    success_rate         | 0.47        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 103         |
|    time_elapsed         | 1712        |
|    total_timesteps      | 421888      |
| train/                  |             |
|    approx_kl            | 0.021958038 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.566       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.79        |
|    n_updates            | 1020        |
|    policy_gradient_loss | -0.0061     |
|    std                  | 0.96        |
|    value_loss           | 6.59        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 27.7        |
|    success_rate         | 0.47        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 104         |
|    time_elapsed         | 1728        |
|    total_timesteps      | 425984      |
| train/                  |             |
|    approx_kl            | 0.015453044 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.68        |
|    learning_rate        | 0.0003      |
|    loss                 | 3.69        |
|    n_updates            | 1030        |
|    policy_gradient_loss | -0.00676    |
|    std                  | 0.955       |
|    value_loss           | 5.79        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 26.4        |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 105         |
|    time_elapsed         | 1745        |
|    total_timesteps      | 430080      |
| train/                  |             |
|    approx_kl            | 0.014352968 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.655       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.92        |
|    n_updates            | 1040        |
|    policy_gradient_loss | -0.00778    |
|    std                  | 0.956       |
|    value_loss           | 7.54        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 25.5        |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 106         |
|    time_elapsed         | 1761        |
|    total_timesteps      | 434176      |
| train/                  |             |
|    approx_kl            | 0.021413146 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.603       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.13        |
|    n_updates            | 1050        |
|    policy_gradient_loss | -0.00966    |
|    std                  | 0.955       |
|    value_loss           | 7.75        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 25.1        |
|    success_rate         | 0.48        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 107         |
|    time_elapsed         | 1777        |
|    total_timesteps      | 438272      |
| train/                  |             |
|    approx_kl            | 0.022843584 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.555       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.24        |
|    n_updates            | 1060        |
|    policy_gradient_loss | -0.00481    |
|    std                  | 0.96        |
|    value_loss           | 8.2         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 26.2        |
|    success_rate         | 0.54        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 108         |
|    time_elapsed         | 1794        |
|    total_timesteps      | 442368      |
| train/                  |             |
|    approx_kl            | 0.023902072 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.461       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.63        |
|    n_updates            | 1070        |
|    policy_gradient_loss | -0.00825    |
|    std                  | 0.966       |
|    value_loss           | 7.21        |
-----------------------------------------
[2026-05-14 08:12:21] N3FZ_TRAIN_HEARTBEAT config=block_projected steps=443696/500000 percent= 88.74% rate=   246.4 step/s eta=   3.81 min recent_reward=26.555
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 26.1        |
|    success_rate         | 0.51        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 109         |
|    time_elapsed         | 1810        |
|    total_timesteps      | 446464      |
| train/                  |             |
|    approx_kl            | 0.022151422 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.44        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.62        |
|    n_updates            | 1080        |
|    policy_gradient_loss | -0.0069     |
|    std                  | 0.959       |
|    value_loss           | 5.9         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 109        |
|    ep_rew_mean          | 24.5       |
|    success_rate         | 0.42       |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 110        |
|    time_elapsed         | 1827       |
|    total_timesteps      | 450560     |
| train/                  |            |
|    approx_kl            | 0.03082005 |
|    clip_fraction        | 0.227      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.1       |
|    explained_variance   | 0.383      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.76       |
|    n_updates            | 1090       |
|    policy_gradient_loss | -0.00102   |
|    std                  | 0.957      |
|    value_loss           | 9.13       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | 25.7        |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 111         |
|    time_elapsed         | 1843        |
|    total_timesteps      | 454656      |
| train/                  |             |
|    approx_kl            | 0.025438461 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.434       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.66        |
|    n_updates            | 1100        |
|    policy_gradient_loss | -0.00624    |
|    std                  | 0.96        |
|    value_loss           | 9.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 24.7        |
|    success_rate         | 0.42        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 112         |
|    time_elapsed         | 1860        |
|    total_timesteps      | 458752      |
| train/                  |             |
|    approx_kl            | 0.018198226 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.581       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.94        |
|    n_updates            | 1110        |
|    policy_gradient_loss | -0.00831    |
|    std                  | 0.961       |
|    value_loss           | 8.48        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | 23.1       |
|    success_rate         | 0.38       |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 113        |
|    time_elapsed         | 1876       |
|    total_timesteps      | 462848     |
| train/                  |            |
|    approx_kl            | 0.03723092 |
|    clip_fraction        | 0.226      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.1       |
|    explained_variance   | 0.524      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.69       |
|    n_updates            | 1120       |
|    policy_gradient_loss | -0.00476   |
|    std                  | 0.95       |
|    value_loss           | 9.57       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 107        |
|    ep_rew_mean          | 24.1       |
|    success_rate         | 0.4        |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 114        |
|    time_elapsed         | 1893       |
|    total_timesteps      | 466944     |
| train/                  |            |
|    approx_kl            | 0.02263882 |
|    clip_fraction        | 0.177      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.08      |
|    explained_variance   | 0.514      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.46       |
|    n_updates            | 1130       |
|    policy_gradient_loss | -0.00781   |
|    std                  | 0.952      |
|    value_loss           | 11.6       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 26.9        |
|    success_rate         | 0.51        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 115         |
|    time_elapsed         | 1910        |
|    total_timesteps      | 471040      |
| train/                  |             |
|    approx_kl            | 0.021475665 |
|    clip_fraction        | 0.183       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.462       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.51        |
|    n_updates            | 1140        |
|    policy_gradient_loss | -0.00688    |
|    std                  | 0.951       |
|    value_loss           | 7.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 28.9        |
|    success_rate         | 0.56        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 116         |
|    time_elapsed         | 1926        |
|    total_timesteps      | 475136      |
| train/                  |             |
|    approx_kl            | 0.025040513 |
|    clip_fraction        | 0.201       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.433       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.66        |
|    n_updates            | 1150        |
|    policy_gradient_loss | -0.00714    |
|    std                  | 0.947       |
|    value_loss           | 7.08        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 29.2        |
|    success_rate         | 0.58        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 117         |
|    time_elapsed         | 1943        |
|    total_timesteps      | 479232      |
| train/                  |             |
|    approx_kl            | 0.020816693 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.609       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.99        |
|    n_updates            | 1160        |
|    policy_gradient_loss | -0.00488    |
|    std                  | 0.945       |
|    value_loss           | 5.39        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 29.3        |
|    success_rate         | 0.57        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 118         |
|    time_elapsed         | 1959        |
|    total_timesteps      | 483328      |
| train/                  |             |
|    approx_kl            | 0.017665027 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.06       |
|    explained_variance   | 0.548       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.68        |
|    n_updates            | 1170        |
|    policy_gradient_loss | -0.0102     |
|    std                  | 0.944       |
|    value_loss           | 6.61        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 118        |
|    ep_rew_mean          | 28         |
|    success_rate         | 0.53       |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 119        |
|    time_elapsed         | 1976       |
|    total_timesteps      | 487424     |
| train/                  |            |
|    approx_kl            | 0.02217387 |
|    clip_fraction        | 0.157      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.07      |
|    explained_variance   | 0.551      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.66       |
|    n_updates            | 1180       |
|    policy_gradient_loss | -0.00926   |
|    std                  | 0.947      |
|    value_loss           | 7.41       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 28.2        |
|    success_rate         | 0.53        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 120         |
|    time_elapsed         | 1993        |
|    total_timesteps      | 491520      |
| train/                  |             |
|    approx_kl            | 0.014718201 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.563       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.18        |
|    n_updates            | 1190        |
|    policy_gradient_loss | -0.00676    |
|    std                  | 0.945       |
|    value_loss           | 8.36        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 28.1        |
|    success_rate         | 0.53        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 121         |
|    time_elapsed         | 2009        |
|    total_timesteps      | 495616      |
| train/                  |             |
|    approx_kl            | 0.022032484 |
|    clip_fraction        | 0.176       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.426       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.63        |
|    n_updates            | 1200        |
|    policy_gradient_loss | -0.00803    |
|    std                  | 0.951       |
|    value_loss           | 7.52        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 27.5        |
|    success_rate         | 0.49        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 122         |
|    time_elapsed         | 2026        |
|    total_timesteps      | 499712      |
| train/                  |             |
|    approx_kl            | 0.016211769 |
|    clip_fraction        | 0.162       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.593       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.26        |
|    n_updates            | 1210        |
|    policy_gradient_loss | -0.00847    |
|    std                  | 0.953       |
|    value_loss           | 6.87        |
-----------------------------------------
