[2026-05-14 02:56:54] START train_corrected_z2_full: python scripts/train_env_v2_gpsi_ppo_n3z2cf.py --config configs/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5.yaml --resume checkpoints/env_v2_gpsi_heada_ppo_n3z_layernorm_alpha0p5_s0/checkpoint_500k.zip --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0 --parent-total-steps 500000 --additional-steps 1000000 --target-total-steps 1500000 --checkpoint-total-steps 750000 1000000 1250000 1500000 --seed 0 --n-envs 4 --device cpu --reset-num-timesteps false --heartbeat-seconds 300
[2026-05-14 02:57:00] N3Z2CF_TRAIN_CONFIG parent_total_steps=500000 additional_steps=1000000 target_total_steps=1500000 seed=0 n_envs=4 device=cpu resume=checkpoints/env_v2_gpsi_heada_ppo_n3z_layernorm_alpha0p5_s0/checkpoint_500k.zip out_dir=checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0 reset_num_timesteps=false
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/tensorboard/PPO_0
[2026-05-14 02:57:02] N3Z2C_TRAIN_START config=z2_corrected_full additional_steps=1000000 parent_total_steps=500000 target_total_steps=1500000 start_num_timesteps=500000
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.017922249 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.61       |
|    explained_variance   | 0.541       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.31        |
|    n_updates            | 2420        |
|    policy_gradient_loss | -0.00842    |
|    std                  | 1.13        |
|    value_loss           | 5.99        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 30          |
|    success_rate         | 0.59        |
| time/                   |             |
|    fps                  | 244         |
|    iterations           | 122         |
|    time_elapsed         | 2039        |
|    total_timesteps      | 999712      |
| train/                  |             |
|    approx_kl            | 0.018362045 |
|    clip_fraction        | 0.174       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.58       |
|    explained_variance   | 0.533       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.01        |
|    n_updates            | 2430        |
|    policy_gradient_loss | -0.00818    |
|    std                  | 1.12        |
|    value_loss           | 6.79        |
-----------------------------------------
[2026-05-14 03:31:05] N3Z2C_CHECKPOINT_SAVED total_step=1000000 local_step=500000 path=checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1000k.zip
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 29.3        |
|    success_rate         | 0.56        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 123         |
|    time_elapsed         | 2056        |
|    total_timesteps      | 1003808     |
| train/                  |             |
|    approx_kl            | 0.014384331 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.58       |
|    explained_variance   | 0.551       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.9         |
|    n_updates            | 2440        |
|    policy_gradient_loss | -0.0104     |
|    std                  | 1.13        |
|    value_loss           | 6.4         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 30          |
|    success_rate         | 0.58        |
| time/                   |             |
|    fps                  | 244         |
|    iterations           | 124         |
|    time_elapsed         | 2073        |
|    total_timesteps      | 1007904     |
| train/                  |             |
|    approx_kl            | 0.013969851 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.58       |
|    explained_variance   | 0.611       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.53        |
|    n_updates            | 2450        |
|    policy_gradient_loss | -0.0111     |
|    std                  | 1.13        |
|    value_loss           | 6.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 30.1        |
|    success_rate         | 0.56        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 125         |
|    time_elapsed         | 2089        |
|    total_timesteps      | 1012000     |
| train/                  |             |
|    approx_kl            | 0.018643893 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.57       |
|    explained_variance   | 0.6         |
|    learning_rate        | 0.0003      |
|    loss                 | 1.9         |
|    n_updates            | 2460        |
|    policy_gradient_loss | -0.00789    |
|    std                  | 1.13        |
|    value_loss           | 5.29        |
-----------------------------------------
[2026-05-14 03:32:05] N3Z2C_TRAIN_HEARTBEAT config=z2_corrected_full local_steps=515104/1000000 total_steps=1015104/1500000 percent= 51.51% rate=   245.0 step/s eta=  32.99 min recent_reward=31.487
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 30          |
|    success_rate         | 0.55        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 126         |
|    time_elapsed         | 2106        |
|    total_timesteps      | 1016096     |
| train/                  |             |
|    approx_kl            | 0.013634538 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.57       |
|    explained_variance   | 0.588       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.81        |
|    n_updates            | 2470        |
|    policy_gradient_loss | -0.012      |
|    std                  | 1.12        |
|    value_loss           | 5.5         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 28.7        |
|    success_rate         | 0.49        |
| time/                   |             |
|    fps                  | 244         |
|    iterations           | 127         |
|    time_elapsed         | 2123        |
|    total_timesteps      | 1020192     |
| train/                  |             |
|    approx_kl            | 0.012835486 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.58       |
|    explained_variance   | 0.68        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.73        |
|    n_updates            | 2480        |
|    policy_gradient_loss | -0.00929    |
|    std                  | 1.13        |
|    value_loss           | 5.87        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 28.9        |
|    success_rate         | 0.52        |
| time/                   |             |
|    fps                  | 244         |
|    iterations           | 128         |
|    time_elapsed         | 2140        |
|    total_timesteps      | 1024288     |
| train/                  |             |
|    approx_kl            | 0.018616073 |
|    clip_fraction        | 0.165       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.58       |
|    explained_variance   | 0.619       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.61        |
|    n_updates            | 2490        |
|    policy_gradient_loss | -0.00298    |
|    std                  | 1.13        |
|    value_loss           | 6.58        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 29.2        |
|    success_rate         | 0.55        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 129         |
|    time_elapsed         | 2156        |
|    total_timesteps      | 1028384     |
| train/                  |             |
|    approx_kl            | 0.013811285 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.59       |
|    explained_variance   | 0.558       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.89        |
|    n_updates            | 2500        |
|    policy_gradient_loss | -0.00674    |
|    std                  | 1.13        |
|    value_loss           | 5.74        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 27.8        |
|    success_rate         | 0.51        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 130         |
|    time_elapsed         | 2173        |
|    total_timesteps      | 1032480     |
| train/                  |             |
|    approx_kl            | 0.013282169 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.59       |
|    explained_variance   | 0.552       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.21        |
|    n_updates            | 2510        |
|    policy_gradient_loss | -0.00425    |
|    std                  | 1.13        |
|    value_loss           | 6.46        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 28.7        |
|    success_rate         | 0.54        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 131         |
|    time_elapsed         | 2189        |
|    total_timesteps      | 1036576     |
| train/                  |             |
|    approx_kl            | 0.017530506 |
|    clip_fraction        | 0.159       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.59       |
|    explained_variance   | 0.537       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.49        |
|    n_updates            | 2520        |
|    policy_gradient_loss | -0.00909    |
|    std                  | 1.13        |
|    value_loss           | 7.35        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 27.6        |
|    success_rate         | 0.49        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 132         |
|    time_elapsed         | 2206        |
|    total_timesteps      | 1040672     |
| train/                  |             |
|    approx_kl            | 0.017926544 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.62       |
|    explained_variance   | 0.442       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.62        |
|    n_updates            | 2530        |
|    policy_gradient_loss | -0.00411    |
|    std                  | 1.15        |
|    value_loss           | 5.13        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 29.3        |
|    success_rate         | 0.55        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 133         |
|    time_elapsed         | 2223        |
|    total_timesteps      | 1044768     |
| train/                  |             |
|    approx_kl            | 0.015459748 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.64       |
|    explained_variance   | 0.528       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.26        |
|    n_updates            | 2540        |
|    policy_gradient_loss | -0.00667    |
|    std                  | 1.15        |
|    value_loss           | 7.43        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 114        |
|    ep_rew_mean          | 28.2       |
|    success_rate         | 0.5        |
| time/                   |            |
|    fps                  | 245        |
|    iterations           | 134        |
|    time_elapsed         | 2239       |
|    total_timesteps      | 1048864    |
| train/                  |            |
|    approx_kl            | 0.01722731 |
|    clip_fraction        | 0.145      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.64      |
|    explained_variance   | 0.636      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.21       |
|    n_updates            | 2550       |
|    policy_gradient_loss | -0.00534   |
|    std                  | 1.15       |
|    value_loss           | 5.42       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 28.9        |
|    success_rate         | 0.55        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 135         |
|    time_elapsed         | 2256        |
|    total_timesteps      | 1052960     |
| train/                  |             |
|    approx_kl            | 0.020461228 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.64       |
|    explained_variance   | 0.534       |
|    learning_rate        | 0.0003      |
|    loss                 | 2           |
|    n_updates            | 2560        |
|    policy_gradient_loss | -0.00299    |
|    std                  | 1.15        |
|    value_loss           | 6.22        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 27.2        |
|    success_rate         | 0.5         |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 136         |
|    time_elapsed         | 2273        |
|    total_timesteps      | 1057056     |
| train/                  |             |
|    approx_kl            | 0.019561358 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.65       |
|    explained_variance   | 0.468       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.25        |
|    n_updates            | 2570        |
|    policy_gradient_loss | -0.00802    |
|    std                  | 1.15        |
|    value_loss           | 9.54        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 106         |
|    ep_rew_mean          | 25.2        |
|    success_rate         | 0.46        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 137         |
|    time_elapsed         | 2290        |
|    total_timesteps      | 1061152     |
| train/                  |             |
|    approx_kl            | 0.015205726 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.66       |
|    explained_variance   | 0.532       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.81        |
|    n_updates            | 2580        |
|    policy_gradient_loss | -0.00517    |
|    std                  | 1.16        |
|    value_loss           | 9.61        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 105         |
|    ep_rew_mean          | 24.3        |
|    success_rate         | 0.42        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 138         |
|    time_elapsed         | 2306        |
|    total_timesteps      | 1065248     |
| train/                  |             |
|    approx_kl            | 0.020454122 |
|    clip_fraction        | 0.174       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.67       |
|    explained_variance   | 0.428       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.61        |
|    n_updates            | 2590        |
|    policy_gradient_loss | -0.00275    |
|    std                  | 1.16        |
|    value_loss           | 10.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 106         |
|    ep_rew_mean          | 25.1        |
|    success_rate         | 0.48        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 139         |
|    time_elapsed         | 2323        |
|    total_timesteps      | 1069344     |
| train/                  |             |
|    approx_kl            | 0.015491775 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.68       |
|    explained_variance   | 0.507       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.13        |
|    n_updates            | 2600        |
|    policy_gradient_loss | -0.00852    |
|    std                  | 1.17        |
|    value_loss           | 10.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | 25.8        |
|    success_rate         | 0.48        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 140         |
|    time_elapsed         | 2340        |
|    total_timesteps      | 1073440     |
| train/                  |             |
|    approx_kl            | 0.012342911 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.7        |
|    explained_variance   | 0.497       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.24        |
|    n_updates            | 2610        |
|    policy_gradient_loss | -0.00499    |
|    std                  | 1.17        |
|    value_loss           | 8.84        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 27.5        |
|    success_rate         | 0.52        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 141         |
|    time_elapsed         | 2357        |
|    total_timesteps      | 1077536     |
| train/                  |             |
|    approx_kl            | 0.016416939 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.7        |
|    explained_variance   | 0.277       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.11        |
|    n_updates            | 2620        |
|    policy_gradient_loss | -0.00666    |
|    std                  | 1.17        |
|    value_loss           | 9.57        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | 28.1        |
|    success_rate         | 0.54        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 142         |
|    time_elapsed         | 2373        |
|    total_timesteps      | 1081632     |
| train/                  |             |
|    approx_kl            | 0.014495403 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.69       |
|    explained_variance   | 0.6         |
|    learning_rate        | 0.0003      |
|    loss                 | 1.22        |
|    n_updates            | 2630        |
|    policy_gradient_loss | -0.0095     |
|    std                  | 1.17        |
|    value_loss           | 5.3         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | 29          |
|    success_rate         | 0.59        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 143         |
|    time_elapsed         | 2390        |
|    total_timesteps      | 1085728     |
| train/                  |             |
|    approx_kl            | 0.014515784 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.67       |
|    explained_variance   | 0.437       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.01        |
|    n_updates            | 2640        |
|    policy_gradient_loss | -0.0109     |
|    std                  | 1.16        |
|    value_loss           | 6.14        |
-----------------------------------------
[2026-05-14 03:37:05] N3Z2C_TRAIN_HEARTBEAT config=z2_corrected_full local_steps=588528/1000000 total_steps=1088528/1500000 percent= 58.85% rate=   245.0 step/s eta=  28.00 min recent_reward=27.745
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 28.2        |
|    success_rate         | 0.56        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 144         |
|    time_elapsed         | 2407        |
|    total_timesteps      | 1089824     |
| train/                  |             |
|    approx_kl            | 0.014353409 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.66       |
|    explained_variance   | 0.45        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.95        |
|    n_updates            | 2650        |
|    policy_gradient_loss | -0.00491    |
|    std                  | 1.15        |
|    value_loss           | 6.39        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 27.1        |
|    success_rate         | 0.49        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 145         |
|    time_elapsed         | 2424        |
|    total_timesteps      | 1093920     |
| train/                  |             |
|    approx_kl            | 0.016417364 |
|    clip_fraction        | 0.172       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.66       |
|    explained_variance   | 0.369       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.03        |
|    n_updates            | 2660        |
|    policy_gradient_loss | -0.00846    |
|    std                  | 1.15        |
|    value_loss           | 8.46        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 27.3        |
|    success_rate         | 0.47        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 146         |
|    time_elapsed         | 2440        |
|    total_timesteps      | 1098016     |
| train/                  |             |
|    approx_kl            | 0.015732674 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.67       |
|    explained_variance   | 0.598       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.85        |
|    n_updates            | 2670        |
|    policy_gradient_loss | -0.0038     |
|    std                  | 1.16        |
|    value_loss           | 6.22        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 27.6        |
|    success_rate         | 0.5         |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 147         |
|    time_elapsed         | 2457        |
|    total_timesteps      | 1102112     |
| train/                  |             |
|    approx_kl            | 0.019828245 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.67       |
|    explained_variance   | 0.544       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.67        |
|    n_updates            | 2680        |
|    policy_gradient_loss | -0.00629    |
|    std                  | 1.16        |
|    value_loss           | 6.23        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 28.8        |
|    success_rate         | 0.56        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 148         |
|    time_elapsed         | 2473        |
|    total_timesteps      | 1106208     |
| train/                  |             |
|    approx_kl            | 0.017111225 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.68       |
|    explained_variance   | 0.527       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.73        |
|    n_updates            | 2690        |
|    policy_gradient_loss | -0.0064     |
|    std                  | 1.16        |
|    value_loss           | 7.66        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 29.4        |
|    success_rate         | 0.58        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 149         |
|    time_elapsed         | 2490        |
|    total_timesteps      | 1110304     |
| train/                  |             |
|    approx_kl            | 0.020045187 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.68       |
|    explained_variance   | 0.355       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.88        |
|    n_updates            | 2700        |
|    policy_gradient_loss | -0.00685    |
|    std                  | 1.16        |
|    value_loss           | 6.96        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 30.9        |
|    success_rate         | 0.64        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 150         |
|    time_elapsed         | 2506        |
|    total_timesteps      | 1114400     |
| train/                  |             |
|    approx_kl            | 0.016333336 |
|    clip_fraction        | 0.165       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.68       |
|    explained_variance   | 0.566       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.46        |
|    n_updates            | 2710        |
|    policy_gradient_loss | -0.00858    |
|    std                  | 1.16        |
|    value_loss           | 5.01        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 30.2        |
|    success_rate         | 0.61        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 151         |
|    time_elapsed         | 2523        |
|    total_timesteps      | 1118496     |
| train/                  |             |
|    approx_kl            | 0.024677958 |
|    clip_fraction        | 0.215       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.67       |
|    explained_variance   | 0.504       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.54        |
|    n_updates            | 2720        |
|    policy_gradient_loss | -0.00701    |
|    std                  | 1.16        |
|    value_loss           | 5.04        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 29.8        |
|    success_rate         | 0.62        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 152         |
|    time_elapsed         | 2540        |
|    total_timesteps      | 1122592     |
| train/                  |             |
|    approx_kl            | 0.018285431 |
|    clip_fraction        | 0.187       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.69       |
|    explained_variance   | 0.418       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.69        |
|    n_updates            | 2730        |
|    policy_gradient_loss | -0.00538    |
|    std                  | 1.17        |
|    value_loss           | 8.46        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 29.3        |
|    success_rate         | 0.57        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 153         |
|    time_elapsed         | 2556        |
|    total_timesteps      | 1126688     |
| train/                  |             |
|    approx_kl            | 0.018173935 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.71       |
|    explained_variance   | 0.404       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.07        |
|    n_updates            | 2740        |
|    policy_gradient_loss | -0.0083     |
|    std                  | 1.17        |
|    value_loss           | 7.45        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 29.4        |
|    success_rate         | 0.56        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 154         |
|    time_elapsed         | 2573        |
|    total_timesteps      | 1130784     |
| train/                  |             |
|    approx_kl            | 0.022632197 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.71       |
|    explained_variance   | 0.487       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.81        |
|    n_updates            | 2750        |
|    policy_gradient_loss | -0.00396    |
|    std                  | 1.17        |
|    value_loss           | 6.07        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 30.7        |
|    success_rate         | 0.6         |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 155         |
|    time_elapsed         | 2589        |
|    total_timesteps      | 1134880     |
| train/                  |             |
|    approx_kl            | 0.017747818 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.72       |
|    explained_variance   | 0.524       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.79        |
|    n_updates            | 2760        |
|    policy_gradient_loss | -0.00591    |
|    std                  | 1.18        |
|    value_loss           | 6.8         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 120        |
|    ep_rew_mean          | 29.1       |
|    success_rate         | 0.51       |
| time/                   |            |
|    fps                  | 245        |
|    iterations           | 156        |
|    time_elapsed         | 2605       |
|    total_timesteps      | 1138976    |
| train/                  |            |
|    approx_kl            | 0.01941207 |
|    clip_fraction        | 0.171      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.72      |
|    explained_variance   | 0.577      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.96       |
|    n_updates            | 2770       |
|    policy_gradient_loss | -0.00771   |
|    std                  | 1.18       |
|    value_loss           | 5.17       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 120        |
|    ep_rew_mean          | 29.3       |
|    success_rate         | 0.53       |
| time/                   |            |
|    fps                  | 245        |
|    iterations           | 157        |
|    time_elapsed         | 2622       |
|    total_timesteps      | 1143072    |
| train/                  |            |
|    approx_kl            | 0.01558106 |
|    clip_fraction        | 0.158      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.73      |
|    explained_variance   | 0.657      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.14       |
|    n_updates            | 2780       |
|    policy_gradient_loss | -0.00773   |
|    std                  | 1.19       |
|    value_loss           | 6.57       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 28.2        |
|    success_rate         | 0.49        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 158         |
|    time_elapsed         | 2639        |
|    total_timesteps      | 1147168     |
| train/                  |             |
|    approx_kl            | 0.020347089 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.74       |
|    explained_variance   | 0.653       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.2         |
|    n_updates            | 2790        |
|    policy_gradient_loss | -0.0114     |
|    std                  | 1.18        |
|    value_loss           | 4.99        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 29.8        |
|    success_rate         | 0.56        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 159         |
|    time_elapsed         | 2655        |
|    total_timesteps      | 1151264     |
| train/                  |             |
|    approx_kl            | 0.021201205 |
|    clip_fraction        | 0.185       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.74       |
|    explained_variance   | 0.622       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.28        |
|    n_updates            | 2800        |
|    policy_gradient_loss | -0.00873    |
|    std                  | 1.18        |
|    value_loss           | 6.37        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 30.8        |
|    success_rate         | 0.58        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 160         |
|    time_elapsed         | 2672        |
|    total_timesteps      | 1155360     |
| train/                  |             |
|    approx_kl            | 0.012996996 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.74       |
|    explained_variance   | 0.638       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.19        |
|    n_updates            | 2810        |
|    policy_gradient_loss | -0.00335    |
|    std                  | 1.19        |
|    value_loss           | 5.5         |
